wpid,userid,ave_good_3ms,revert_count_3ms,time,death,newcomer_registyear,today,lastedit_tillend,last_censored,last_edit,event_newcomers,first_edit_type,first_edit_type3,first_eventedit_article,first_eventedit_date,registration,article_edits,article_sizediff,unique_articles,first_edit,betweenness,betweenness_norm,closeness_norm,degree,degree_norm,Indegree,Indegree_norm,Outdegree,Outdegree_norm,weighted_degree,weighted_Indegree,weighted_Outdegree,eigen,event,revert_count,revert_ratio,ave_true,before_ave_sizediff,before_article_sizediff,before_unique_articles,before_article_count,before_edit_count,before_talk_count,before_user_count,before_usertalk_count
Seardluin,21742088,0,0,0,1,2014,7/2/14,1200,10/14/17,7/2/14,1,1,1,2014 FIFA World Cup disciplinary record,7/2/14,7/2/14,1,6,1,1,0,0,0.00050226,1,0.000502513,1,0.000502513,0,0,2,2,0,0,fifa,1,1,0.752861783,5.99940006,5.99940006,1,1,1,0,0,0
Sedlarczuk,23003822,0,0,1,1,2014,10/30/14,1078,10/12/17,10/30/14,1,1,1,West African Ebola virus epidemic,10/29/14,10/29/14,3,0,1,1,0,0,0.00050226,2,0.001005025,2,0.001005025,0,0,2,2,0,0.000195261,ebola,2,0.666666667,0.672253434,0,0,1,3,3,0,0,0
Sethyre,26338745,0.666133348,2,434,1,2015,11/30/16,323,10/19/17,11/30/16,1,4,3,Talk:2015ã¢_Ü__16 University of Missouri protests,11/12/15,9/23/15,3,155,2,3,8,2.02E-06,0.000503271,6,0.003015075,2,0.001005025,4,0.00201005,7,2,5,0,blm,2,0.666666667,0.666133348,318.6825332,0,0,0,19,7,1,6
Sgt1988,24330416,0,0,0,1,2015,3/5/15,959,10/19/17,3/5/15,1,1,1,"Hands up, don't shoot",3/5/15,3/5/15,1,1209,1,1,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,blm,0,0,0.317704787,1208.879112,1208.879112,1,1,1,0,0,0
ShadowHawk555,23071829,0.817229925,8,741,1,2014,11/14/16,339,10/19/17,11/14/16,0,2,2,Ferguson unrest,2/17/15,11/4/14,34,27.55882353,15,2,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,blm,9,0.264705882,0.792647752,49.99750012,49.99750012,2,2,2,0,0,0
Shadowvault,23005758,0,0,86,1,2014,1/23/15,993,10/12/17,1/23/15,1,3,3,West African Ebola virus epidemic,11/10/14,10/29/14,1,8,1,3,113,2.85E-05,0.000502513,5,0.002512563,4,0.00201005,1,0.000502513,7,6,1,0.000306847,ebola,1,1,0.332765608,181.8207792,7.99920008,1,1,28,0,15,1
Shakiratrackleb,21606065,0,0,0,1,2014,6/12/14,1220,10/14/17,6/12/14,0,2,2,We Are One (Ole Ola),6/12/14,6/12/14,12,63.33333333,6,2,0,0,0.00050226,1,0.000502513,1,0.000502513,0,0,2,2,0,0,fifa,2,0.166666667,0.427692118,63.33280556,63.33280556,6,12,12,0,0,0
Shakiriwein,21624935,0,0,0,1,2014,6/15/14,1217,10/14/17,6/15/14,1,1,1,2014 FIFA World Cup Group F,6/15/14,6/15/14,1,54,1,1,0,0,0.00050226,1,0.000502513,1,0.000502513,0,0,2,2,0,0,fifa,1,1,0.744786707,53.99460054,53.99460054,1,1,1,0,0,0
Shastaman19,22953194,0,0,0,1,2014,10/24/14,1084,10/12/17,10/24/14,1,1,1,West African Ebola virus epidemic,10/24/14,10/24/14,1,2,1,1,0,0,0.00050226,1,0.000502513,1,0.000502513,0,0,1,1,0,4.80E-06,ebola,1,1,0.356698653,1.99980002,1.99980002,1,1,1,0,0,0
Shriram10,22233382,0,0,3,1,2014,8/20/14,1149,10/12/17,8/20/14,1,1,1,West African Ebola virus epidemic,8/20/14,8/17/14,1,18,1,1,0,0,0.00050226,1,0.000502513,1,0.000502513,0,0,1,1,0,0,ebola,1,1,0.226060555,17.99820018,17.99820018,1,1,1,0,0,0
Siguy85,21954978,0,0,16,1,2014,8/14/14,1162,10/19/17,8/14/14,1,1,1,Death of Eric Garner,7/29/14,7/29/14,4,187,1,1,0,0,0.00050226,1,0.000502513,1,0.000502513,0,0,1,1,0,0,blm,0,0,0.164089028,186.9953251,186.9953251,1,4,4,0,0,0
Silvrcraze,24297747,0,0,1,1,2015,3/3/15,961,10/19/17,3/3/15,0,2,2,Shooting of John Crawford III,3/3/15,3/2/15,4,133,2,2,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,blm,0,0,0.230111222,132.9966751,132.9966751,2,4,4,0,0,0
Sirgrossgergeofficial,22064290,0,0,202,1,2014,2/23/15,962,10/12/17,2/23/15,1,1,1,Ebola virus,8/5/14,8/5/14,2,144.5,1,1,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,ebola,0,0,0.519782858,144.4927754,144.4927754,1,2,2,0,0,0
Sizzlingsteve669,22143495,0,0,0,1,2014,8/10/14,1159,10/12/17,8/10/14,1,1,1,Ebola virus,8/10/14,8/10/14,1,-3325,1,1,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,ebola,1,1,0.035486951,-3324.667533,-3324.667533,1,1,1,0,0,0
Skubydoo,26373160,0.773476742,15,304,1,2015,7/28/16,448,10/19/17,7/28/16,0,3,3,New England Patriots,10/28/15,9/28/15,100,274.9,49,3,0,0,0.00050226,1,0.000502513,1,0.000502513,0,0,1,1,0,1.25E-05,blm,21,0.21,0.808312127,414.0342356,428.7391528,26,27,28,0,0,1
Snd0,21602800,0.716042235,0,614,1,2014,2/16/16,604,10/12/17,2/16/16,0,2,2,West African Ebola virus epidemic,7/28/14,6/12/14,26,215.9615385,6,2,0,0,0.000502513,1,0.000502513,0,0,1,0.000502513,1,0,1,0,ebola,1,0.038461538,0.715131026,245.4161554,224.5991016,5,25,48,12,1,1
Soccer addict980,21781730,0,0,0,1,2014,7/8/14,1194,10/14/17,7/8/14,1,1,1,2014 FIFA World Cup preparations,7/8/14,7/8/14,3,-2.333333333,1,1,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,fifa,3,1,0.248201783,-2.333255558,-2.333255558,1,3,3,0,0,0
Some of everything,25593358,0.851718315,4,845,0,2015,10/16/17,3,10/19/17,10/16/17,0,2,2,2015 Chattanooga shootings,7/21/15,6/24/15,225,230.92,69,2,1,2.53E-07,0.000502512,2,0.001005025,1,0.000502513,1,0.000502513,4,1,3,0,blm,11,0.050691244,0.817438017,325.6096176,274.5187028,22,52,59,3,1,3
Somuchstuffismeta,24975166,0,0,0,1,2015,4/27/15,906,10/19/17,4/27/15,1,1,1,2015 Baltimore protests,4/27/15,4/27/15,9,58,2,1,0,0,0.00050226,2,0.001005025,2,0.001005025,0,0,2,2,0,0,blm,1,0.111111111,0.478151179,57.99935556,57.99935556,2,9,9,0,0,0
Sos edelbi23,21606501,0,0,0,1,2014,6/12/14,1220,10/14/17,6/12/14,1,1,1,2014 FIFA World Cup broadcasting rights,6/12/14,6/12/14,1,34,1,1,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,fifa,0,0,0.863892242,33.99660034,33.99660034,1,1,1,0,0,0
Spanzi,21613175,0,0,1,1,2014,6/14/14,1218,10/14/17,6/14/14,1,1,1,2014 FIFA World Cup Group D,6/14/14,6/13/14,1,-1,1,1,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,fifa,0,0,0.559274037,-0.99990001,-0.99990001,1,1,1,0,0,0
Stamboliyski,22271376,0.865577523,5,1105,1,2014,8/29/17,51,10/19/17,8/29/17,0,2,2,Syndicalist Group Movement,8/27/14,8/20/14,546,927.7252747,336,2,0,0,0.00050226,2,0.001005025,2,0.001005025,0,0,3,3,0,0,blm,7,0.013035382,0.852176957,747.1234538,1216.429905,90,123,210,24,25,4
Starstr,22661304,0.834568881,4,129,1,2014,2/2/15,983,10/12/17,2/2/15,1,1,1,West African Ebola virus epidemic,9/26/14,9/26/14,722,441.7825485,64,1,6340,0.001601775,0.000519164,12,0.006030151,9,0.004522613,3,0.001507538,44,40,4,0.000310812,ebola,21,0.029288703,0.795570602,461.5292195,511.188451,45,472,546,35,0,17
StealthyJoker85,23377551,0.708253625,1,58,1,2014,1/30/15,993,10/19/17,1/30/15,0,2,2,Murder of Anni Dewani,12/8/14,12/3/14,70,136.2,52,2,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,blm,7,0.1,0.598366538,197.0662287,201.5449965,33,44,45,0,1,0
StjJackson,25806245,0.841966487,11,822,0,2015,10/18/17,1,10/19/17,10/18/17,1,1,1,List of riots,7/19/15,7/19/15,424,44.23349057,340,1,0,0,0.00050226,1,0.000502513,1,0.000502513,0,0,1,1,0,0,blm,17,0.04009434,0.799738264,51.85911841,52.34302749,118,137,142,0,1,0
Superjonboy01,21561671,0.894875679,0,559,1,2014,12/16/15,668,10/14/17,12/16/15,0,2,2,2014 FIFA World Cup squads,7/9/14,6/5/14,3,58,3,2,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,fifa,0,0,0.899973422,0,0,1,1,1,0,0,0
Swaggyswig,22957991,0.445637453,2,45,1,2014,12/9/14,1038,10/12/17,12/9/14,0,2,2,West African Ebola virus epidemic,12/9/14,10/25/14,2,9.5,2,2,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,ebola,2,1,0.445637453,0,0,0,0,0,0,0,0
Sweglife,25536757,0.72922964,1,47,1,2015,8/5/15,806,10/19/17,8/5/15,1,1,1,Charleston church shooting,6/19/15,6/19/15,2,-3.5,2,1,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,blm,2,1,0.607355953,-9.9990001,-9.9990001,1,1,1,0,0,0
Swukus,21746033,0,0,0,1,2014,7/2/14,1198,10/12/17,7/2/14,1,1,1,West African Ebola virus epidemic,7/2/14,7/2/14,4,220.5,1,1,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,ebola,0,0,0.575357467,220.4944876,220.4944876,1,4,4,0,0,0
Tbnaff,22853047,0,0,0,1,2014,10/15/14,1093,10/12/17,10/15/14,1,1,1,Ebola virus cases in the United States,10/15/14,10/15/14,2,195,1,1,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,ebola,2,1,0.36327806,194.9902505,194.9902505,1,2,2,0,0,0
Teryuslimmy45,26890387,0,0,0,1,2015,11/25/15,694,10/19/17,11/25/15,1,1,1,Ferguson Action,11/25/15,11/25/15,3,512.3333333,2,1,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,blm,0,0,0.702519059,512.3162561,512.3162561,2,3,3,0,0,0
Thankcleat,22223958,0,0,14,1,2014,8/30/14,1139,10/12/17,8/30/14,0,2,2,West African Ebola virus epidemic,8/16/14,8/16/14,80,-546.7625,13,2,0,0,0.00050226,1,0.000502513,1,0.000502513,0,0,1,1,0,0,ebola,2,0.025316456,0.679242552,-447.4511318,-546.7618165,13,80,93,12,1,0
The Replicator,21637138,0.846067818,10,1212,0,2014,10/11/17,3,10/14/17,10/11/17,1,1,1,2018 FIFA World Cup,6/17/14,6/17/14,213,90.79342723,39,1,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,fifa,14,0.066350711,0.739376667,18.31371352,12.51850925,16,135,153,6,3,0
TheAGamer,21600093,0.818522162,4,46,1,2014,7/27/14,1175,10/14/17,7/27/14,1,4,3,2014 FIFA World Cup Group B,6/14/14,6/11/14,15,47.46666667,9,3,0,0,0.00050226,2,0.001005025,2,0.001005025,0,0,6,6,0,0,fifa,4,0.266666667,0.816931712,88.2719248,1.33328889,2,3,11,0,8,0
Theleo1234,23847471,0,0,0,1,2015,1/20/15,996,10/12/17,1/20/15,0,2,2,Ebola virus,1/20/15,1/20/15,2,-34,2,2,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,ebola,2,1,0.237777897,-33.99830008,-33.99830008,2,2,2,0,0,0
TheMrKlWl,21730941,0,0,0,1,2014,6/30/14,1202,10/14/17,6/30/14,1,1,1,List of 2014 FIFA World Cup controversies,6/30/14,6/30/14,2,228.5,1,1,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,fifa,0,0,0.482762412,228.4885756,228.4885756,1,2,2,0,0,0
ThurstonHowell3rd,24435954,0.760219794,3,383,1,2015,4/1/16,566,10/19/17,4/1/16,0,2,2,Ferguson unrest,3/15/15,3/15/15,21,-159.3809524,11,2,513,0.000129607,0.00067451,2,0.001005025,1,0.000502513,1,0.000502513,3,1,2,0,blm,3,0.142857143,0.646591756,-137.7847301,-359.3293408,5,9,14,1,2,2
Tiger7890,24844794,0.846798075,58,891,0,2015,9/26/17,23,10/19/17,9/26/17,0,3,3,Charleston church shooting,6/19/15,4/19/15,665,717.9383459,481,3,20,5.05E-06,0.000507353,15,0.007537688,1,0.000502513,14,0.007035176,26,2,24,0,blm,78,0.118181818,0.825463568,333.8678837,207.5089023,79,110,356,11,51,131
Tiggahuhot,23379425,0,0,0,1,2014,12/4/14,1050,10/19/17,12/4/14,1,1,1,Death of Eric Garner,12/4/14,12/4/14,1,17,1,1,0,0,0.00050226,1,0.000502513,1,0.000502513,0,0,1,1,0,0.000195397,blm,0,0,0.218043749,16.99830017,16.99830017,1,1,1,0,0,0
Tjl2051,21937009,0.702003873,3,845,1,2014,11/18/16,328,10/12/17,11/18/16,0,2,2,West African Ebola virus epidemic,8/1/14,7/27/14,356,78.87359551,141,2,476,0.000120259,0.000503524,6,0.003015075,4,0.00201005,2,0.001005025,8,6,2,0.000196461,ebola,71,0.199438202,0.73000242,87.61978031,85.23469928,114,311,313,0,0,2
Tlpinto1,21875037,0,0,0,1,2014,7/20/14,1187,10/19/17,7/20/14,1,1,1,Death of Eric Garner,7/20/14,7/20/14,10,38,1,1,0,0,0.00050226,1,0.000502513,1,0.000502513,0,0,1,1,0,0,blm,0,0,0.57960286,37.99962,37.99962,1,10,10,0,0,0
Tobyasds,21823208,0,0,0,1,2014,7/13/14,1189,10/14/17,7/13/14,1,1,1,2014 FIFA World Cup Final,7/13/14,7/13/14,1,943,1,1,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,fifa,1,1,0.923225164,942.9057094,942.9057094,1,1,1,0,0,0
Toks3257,22354476,0.762129367,5,705,1,2014,8/2/16,436,10/12/17,8/2/16,0,2,2,Ebola virus,8/28/14,8/28/14,42,19.66666667,22,2,0,0,0.00050226,1,0.000502513,1,0.000502513,0,0,1,1,0,0.001264819,ebola,13,0.317073171,0.657816491,27.87988848,27.87988848,15,25,25,0,0,0
Trees are more important than people,25088381,0,0,0,1,2015,5/6/15,897,10/19/17,5/6/15,1,4,3,Death of Freddie Gray,5/6/15,5/6/15,1,318,1,3,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,blm,0,0,0.397146467,337.3220893,317.9682032,1,1,3,1,1,0
Tritzim,23051773,0,0,748,1,2014,11/20/16,326,10/12/17,11/20/16,1,1,1,Ebola virus epidemic in Liberia,11/3/14,11/3/14,3,60.66666667,2,1,0,0,0.00050226,1,0.000502513,1,0.000502513,0,0,1,1,0,0.000195397,ebola,0,0,0.660230296,60.66464451,60.66464451,2,3,3,0,0,0
Ttextt,24719872,0,0,821,1,2015,7/9/17,102,10/19/17,7/9/17,1,1,1,Death of Eric Garner,4/17/15,4/10/15,5,947.2,1,1,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,blm,1,0.2,0.881801995,830.6528225,947.1810564,1,5,6,0,1,0
Tuanminh01,21609933,0.744886636,1,1217,0,2014,10/12/17,2,10/14/17,10/12/17,0,4,3,Brazil v Germany (2014 FIFA World Cup),7/9/14,6/13/14,40,203.075,17,3,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,fifa,2,0.051282051,0.728780369,87.51259612,86.61262383,13,31,39,3,5,0
TwinTowers911,25800157,0,0,0,1,2015,7/18/15,824,10/19/17,7/18/15,1,1,1,Charleston church shooting,7/18/15,7/18/15,1,6,1,1,0,0,0.00050226,1,0.000502513,1,0.000502513,0,0,1,1,0,0,blm,1,1,0.047838921,5.99940006,5.99940006,1,1,1,0,0,0
Ulubeyli,22139134,0.718571152,0,161,1,2014,1/17/15,999,10/12/17,1/17/15,1,1,1,Ebola virus,8/9/14,8/9/14,6,110,6,1,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,ebola,2,0.333333333,0.575003707,131.9973601,131.9973601,5,5,5,0,0,0
UnionJaren,24680355,0.519380539,13,41,1,2015,5/18/15,885,10/19/17,5/18/15,0,2,2,Death of Freddie Gray,4/29/15,4/7/15,37,11.13513514,18,2,0,0,0.00050226,2,0.001005025,2,0.001005025,0,0,3,3,0,0,blm,17,0.459459459,0.514259534,27.0998645,24.26650489,12,15,20,0,5,0
Username041313,24975002,0,0,0,1,2015,4/27/15,906,10/19/17,4/27/15,1,1,1,Death of Freddie Gray,4/27/15,4/27/15,1,-32,1,1,0,0,0.00050226,1,0.000502513,1,0.000502513,0,0,1,1,0,0,blm,0,0,0.23217893,-31.99680032,-31.99680032,1,1,1,0,0,0
Vanished user 9j34rnfjemnrjnasj4,21556758,0.846825315,58,170,1,2014,11/22/14,1057,10/14/17,11/22/14,0,2,2,2014 FIFA World Cup statistics,6/14/14,6/5/14,1186,207.2242833,467,2,65,1.64E-05,0.00050556,16,0.008040201,5,0.002512563,11,0.005527638,30,14,16,2.42E-05,fifa,69,0.059125964,0.835449736,141.084507,160.2721674,88,191,343,52,6,21
Vaselineeeeeeee,21345908,0.953312555,9,1256,0,2014,10/14/17,0,10/14/17,10/14/17,1,1,1,2015 FIFA Women's World Cup,5/11/14,5/7/14,33,-34.72727273,20,1,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,fifa,11,0.333333333,0.935235375,-136.3732953,-136.3732953,7,8,8,0,0,0
Velojareal,26742571,0.842284596,0,55,1,2015,1/2/16,656,10/19/17,1/2/16,0,2,2,Charleston church shooting,11/28/15,11/8/15,21,23.42857143,9,2,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,blm,1,0.047619048,0.652055111,196.1140056,22.10514682,7,19,70,37,8,6
VeNeMousKAT,22008334,0.840437106,5,986,1,2014,4/14/17,181,10/12/17,4/14/17,0,2,2,Ebola virus,8/24/14,8/2/14,237,903.9240506,189,2,2717,0.000686439,0.000507868,37,0.018592965,17,0.008542714,20,0.010050251,86,39,47,0.000331966,ebola,30,0.131578947,0.731518725,768.9998856,937.7104561,176,211,672,0,148,279
VeniVidiVici476,22423485,0.435200831,12,357,1,2014,8/26/15,778,10/12/17,8/26/15,1,1,1,West African Ebola virus epidemic,10/14/14,9/3/14,13,8.461538462,7,1,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,ebola,12,0.923076923,0.435200831,0,0,0,0,0,0,0,0
Veracity134,23636100,0,0,0,1,2014,12/30/14,1024,10/19/17,12/30/14,1,1,1,Death of Eric Garner,12/30/14,12/30/14,1,14,1,1,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,blm,1,1,0.065860806,13.99860014,13.99860014,1,1,1,0,0,0
Vicoskachaa,21607982,0,0,0,1,2014,6/12/14,1220,10/14/17,6/12/14,1,1,1,2014 FIFA World Cup broadcasting rights,6/12/14,6/12/14,1,0,1,1,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,fifa,1,1,0.457471256,0,0,1,1,1,0,0,0
Vkhoury,21836170,0,0,0,1,2014,7/15/14,1187,10/14/17,7/15/14,1,1,1,2014 FIFA World Cup statistics,7/15/14,7/15/14,1,99,1,1,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,fifa,0,0,0.976272447,98.99010099,98.99010099,1,1,1,0,0,0
W12345I,23151077,0,0,0,1,2014,11/12/14,1065,10/12/17,11/12/14,1,1,1,West African Ebola virus epidemic timeline,11/12/14,11/12/14,8,75,1,1,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,ebola,0,0,0.557397524,74.99906251,74.99906251,1,8,8,0,0,0
Wa71la,22109672,0,0,0,1,2014,8/7/14,1162,10/12/17,8/7/14,1,1,1,West African Ebola virus epidemic,8/7/14,8/7/14,2,49,1,1,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,ebola,0,0,0.581638261,48.99755012,48.99755012,1,2,2,0,0,0
Walfin,23402834,0,0,873,1,2014,4/27/17,175,10/19/17,4/27/17,1,1,1,Shooting of Kenneth Chamberlain Sr.,12/6/14,12/6/14,1,-2,1,1,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,blm,0,0,0.37839153,95.99520024,-1.99980002,1,1,2,1,0,0
Walifa Waqar,23483832,0.675281597,0,459,1,2014,3/17/16,574,10/12/17,3/17/16,0,2,2,West African Ebola virus epidemic,12/14/14,12/14/14,14,83.14285714,8,2,0,0,0.00050226,1,0.000502513,1,0.000502513,0,0,1,1,0,0,ebola,1,0.071428571,0.482553435,8.454468596,8.454468596,7,11,11,0,0,0
Walsh8157,24505878,0,0,0,1,2015,3/22/15,942,10/19/17,3/22/15,1,1,1,"Hands up, don't shoot",3/22/15,3/22/15,1,197,1,1,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,blm,0,0,0.127420167,196.980302,196.980302,1,1,1,0,0,0
We43ff21,26764488,0.849465555,2,705,0,2015,10/16/17,3,10/19/17,10/16/17,0,3,3,2015ã¢_Ü__16 University of Missouri protests,11/12/15,11/11/15,31,261,8,3,0,0,0.000502765,2,0.001005025,0,0,2,0.001005025,2,0,2,0,blm,5,0.161290323,0.597535846,277.1828714,253.1715408,7,29,60,19,9,3
WebSurfer01,23379546,0,0,0,1,2014,12/4/14,1050,10/19/17,12/4/14,1,1,1,Death of Eric Garner,12/4/14,12/4/14,1,-13,1,1,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,blm,0,0,0.431249178,-12.99870013,-12.99870013,1,1,1,0,0,0
White Arabian Filly,26780745,0.966406698,18,706,0,2015,10/18/17,1,10/19/17,10/18/17,0,5,3,Talk:Death of Echol Cole and Robert Walker,12/16/15,11/12/15,2853,47.05783386,1011,3,10151,0.002564608,0.000668617,70,0.035175879,10,0.005025126,60,0.030150754,154,35,119,1,blm,48,0.016824395,0.952785101,127.6768862,36.97385276,462,1071,1597,94,136,166
WickedTurth,23571975,0,0,4,1,2014,12/27/14,1027,10/19/17,12/27/14,1,1,1,"Hands up, don't shoot",12/23/14,12/23/14,7,737.5714286,3,1,0,0,0.00050226,2,0.001005025,2,0.001005025,0,0,4,4,0,0,blm,7,1,0.523599285,523.7456355,737.560892,3,7,12,3,1,1
Wikimarcel2002,23824712,0.264536608,5,110,1,2015,5/8/15,888,10/12/17,5/8/15,1,1,1,Ebola virus,3/6/15,1/18/15,5,29.4,2,1,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,ebola,5,1,0.264536608,0,0,0,0,0,0,0,0
Wikimaster2525,22708031,0,0,0,1,2014,9/30/14,1108,10/12/17,9/30/14,1,1,1,West African Ebola virus epidemic,9/30/14,9/30/14,2,129.5,1,1,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,ebola,0,0,0.787592246,129.4935253,129.4935253,1,2,2,0,0,0
Wikipedianeedseditting,22675187,0,0,28,1,2014,10/25/14,1083,10/12/17,10/25/14,1,1,1,West African Ebola virus epidemic,10/25/14,9/27/14,3,826.3333333,1,1,0,0,0.00050226,1,0.000502513,1,0.000502513,0,0,1,1,0,0.000195397,ebola,2,0.666666667,0.71136343,826.3057898,826.3057898,1,3,3,0,0,0
Wikipedianorthernireland,22857347,0,0,828,1,2014,1/20/17,265,10/12/17,1/20/17,0,2,2,Ebola virus disease,11/12/14,10/15/14,12,0.25,9,2,0,0,0.00050226,1,0.000502513,1,0.000502513,0,0,1,1,0,0,ebola,0,0,0.473128107,0.249997917,0.249997917,9,12,12,0,0,0
Wikipuser777,22078499,0,0,677,1,2014,6/12/16,494,10/19/17,6/12/16,0,2,2,Shooting of Michael Brown,8/15/14,8/5/14,45,181.3333333,19,2,126,3.18E-05,0.000505816,21,0.010552764,7,0.003517588,14,0.007035176,34,11,23,0,blm,15,0.333333333,0.788083188,463.1525886,181.3329304,19,45,98,1,10,26
Wikitesh Thapa,21711139,0.381450732,4,49,1,2014,8/16/14,1153,10/12/17,8/16/14,0,2,2,West African Ebola virus epidemic,8/10/14,6/28/14,5,29.8,4,2,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,ebola,4,0.8,0.381450732,0,0,0,0,0,0,0,0
Wikiwang8,23577638,0.425256609,0,31,1,2014,1/24/15,992,10/12/17,1/24/15,0,2,2,Ebola virus epidemic in Guinea,1/24/15,12/24/14,6,37.66666667,3,2,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,ebola,0,0,0.47964037,56.24859379,56.24859379,2,4,4,0,0,0
WilleHelm,22634215,0,0,14,1,2014,10/7/14,1101,10/12/17,10/7/14,0,2,2,West African Ebola virus epidemic,10/7/14,9/23/14,3,61.66666667,2,2,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,ebola,2,0.666666667,0.594508667,61.66461118,61.66461118,2,3,3,0,0,0
WillSchenk,23334859,0,0,0,1,2014,11/30/14,1054,10/19/17,11/30/14,0,2,2,Shooting of Michael Brown,11/30/14,11/30/14,2,76,2,2,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,blm,2,1,0.237888027,75.99620019,75.99620019,2,2,2,0,0,0
WolverhmptonLad01,25232934,0.886630842,1,391,1,2015,6/13/16,486,10/12/17,6/13/16,0,2,2,West African Ebola virus epidemic,6/9/15,5/19/15,38,48.55263158,5,2,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,ebola,2,0.052631579,0.869665934,60.78528011,60.78528011,4,14,14,0,0,0
Wrsa,21960546,0,0,10,1,2014,8/9/14,1160,10/12/17,8/9/14,0,4,3,Ebola virus disease,8/2/14,7/30/14,110,11.62727273,89,3,0,0,0.00050226,1,0.000502513,1,0.000502513,0,0,2,2,0,2.03E-07,ebola,3,0.027522936,0.829201815,2.00465023,11.62726216,89,110,215,10,1,1
Wulframm Rolf,25599093,0,0,182,1,2015,12/24/15,665,10/19/17,12/24/15,1,1,1,Charleston church shooting,6/25/15,6/25/15,4,73,3,1,0,0,0.00050226,1,0.000502513,1,0.000502513,0,0,1,1,0,0,blm,2,0.5,0.310697814,72.99817505,72.99817505,3,4,4,0,0,0
Wwhitbyiv,25245419,0.578878396,0,309,1,2015,3/24/16,567,10/12/17,3/24/16,1,1,1,West African Ebola virus epidemic,5/20/15,5/20/15,17,86.05882353,3,1,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,ebola,6,0.352941176,0.749002353,75.33283111,75.33283111,2,15,15,0,0,0
Wybulldog,22287595,0,0,20,1,2014,9/11/14,1134,10/19/17,9/11/14,1,1,1,"Ferguson, Missouri",8/22/14,8/22/14,3,53,2,1,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,blm,3,1,0.294482813,52.99823339,52.99823339,2,3,3,0,0,0
Wyqy,22685997,0,0,0,1,2014,9/28/14,1110,10/12/17,9/28/14,1,1,1,West African Ebola virus epidemic,9/28/14,9/28/14,1,148,1,1,0,0,0.00050226,1,0.000502513,1,0.000502513,0,0,1,1,0,0,ebola,1,1,0.808768107,203.4898255,147.9852015,1,1,2,0,0,1
XavierItzm,22888068,0.794749183,2,1090,0,2014,10/12/17,0,10/12/17,10/12/17,1,1,1,West African Ebola virus epidemic timeline,10/19/14,10/18/14,119,315.2773109,17,1,0,0,0.00050226,2,0.001005025,2,0.001005025,0,0,2,2,0,0.000195261,ebola,4,0.033613445,0.800640986,392.60893,432.1222992,4,16,18,0,0,2
Xboxy,21615116,0,0,1,1,2014,6/14/14,1218,10/14/17,6/14/14,1,1,1,2014 FIFA World Cup Group B,6/13/14,6/13/14,2,11.5,1,1,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,fifa,2,1,0.741810579,11.49942503,11.49942503,1,2,2,0,0,0
